word,count,frequency
award,59652161,0.9999999972741895
peter,59541743,0.9999999972714622
extra,59377307,0.9999999972687323
pussy,59206591,0.9999999972659996
rated,59102029,0.9999999972632643
quite,58777731,0.9999999972605262
horse,58453720,0.9999999972577853
stars,58352743,0.9999999972550417
lists,58249254,0.9999999972522955
owner,58189056,0.9999999972495464
takes,57784233,0.9999999972467946
bring,57608074,0.9999999972440401
input,57191675,0.9999999972412827
agent,57103658,0.9999999972385225
valid,57094711,0.9999999972357596
grand,56599468,0.999999997232994
trial,56547673,0.9999999972302256
units,56512308,0.9999999972274545
wrote,56421594,0.9999999972246807
ships,56365355,0.9999999972219038
metal,56181783,0.9999999972191245
funds,55721876,0.9999999972163423
guest,55293215,0.9999999972135571
seems,55276661,0.9999999972107692
trust,55157142,0.9999999972079787
multi,55131463,0.9999999972051852
grade,54275130,0.999999997202389
panel,53784382,0.9999999971995901
floor,53759851,0.9999999971967881
match,53532481,0.9999999971939835
plant,53247607,0.9999999971911762
sense,52629633,0.999999997188366
stage,52518330,0.9999999971855529
goods,52507183,0.9999999971827371
maybe,51895609,0.9999999971799183
spain,51553238,0.9999999971770968
youth,51426255,0.9999999971742726
break,51242970,0.9999999971714455
dance,51147967,0.9999999971686155
apple,50551171,0.9999999971657827
enjoy,50141455,0.999999997162947
block,49694725,0.9999999971601086
civil,49495349,0.9999999971572673
steel,49452604,0.9999999971544231
songs,49272598,0.9999999971515761
fixed,49215402,0.9999999971487261
wrong,49156828,0.9999999971458735
hands,49087727,0.999999997143018
paris,48831449,0.9999999971401596
fully,48616832,0.9999999971372984
worth,48075237,0.9999999971344342
peace,47856201,0.9999999971315672
coast,47716394,0.9999999971286972
grant,47609624,0.9999999971258244
agree,47500911,0.999999997122949
blogs,46978262,0.9999999971200704
scale,46307526,0.9999999971171891
stand,46292709,0.9999999971143048
frame,46079991,0.9999999971114177
chief,45699591,0.9999999971085276
gives,45649146,0.9999999971056348
heard,45436523,0.9999999971027389
begin,45434902,0.9999999970998401
royal,45407189,0.9999999970969387
clean,45381752,0.9999999970940341
bible,45080741,0.9999999970911266
suite,44829675,0.9999999970882163
vegas,44810653,0.9999999970853031
chris,44754518,0.999999997082387
piece,44298807,0.999999997079468
sheet,44295187,0.9999999970765459
seven,44224906,0.9999999970736209
older,44222089,0.9999999970706932
cells,44128080,0.9999999970677624
looks,43897035,0.9999999970648286
calls,43661633,0.999999997061892
whose,43634263,0.9999999970589524
naked,43110969,0.9999999970560098
lives,42750046,0.9999999970530644
stone,42494931,0.9999999970501161
tests,42336117,0.9999999970471647
buyer,42024703,0.9999999970442104
steve,41997245,0.9999999970412532
label,41359857,0.9999999970382929
scott,41326573,0.9999999970353297
canon,41144763,0.9999999970323634
waste,41089558,0.9999999970293945
chair,40764005,0.9999999970264224
phase,40722940,0.9999999970234472
motor,40615655,0.9999999970204692
shirt,40501964,0.9999999970174882
crime,40361756,0.9999999970145041
count,40345803,0.9999999970115172
claim,40085342,0.9999999970085272
patch,39999745,0.9999999970055342
santa,39664896,0.9999999970025384
alone,39326417,0.9999999969995392
jones,39297134,0.9999999969965374
saint,38929141,0.9999999969935325
drugs,38827156,0.9999999969905244
joint,38827057,0.9999999969875135
fresh,38781893,0.9999999969844995
dates,38442243,0.9999999969814823
upper,38341510,0.9999999969784623
prime,38308402,0.9999999969754394
limit,38290292,0.9999999969724134
began,38269468,0.9999999969693842
louis,38259201,0.999999996966352
steps,38254292,0.9999999969633169
shops,38241315,0.9999999969602786
creek,38159464,0.9999999969572375
urban,38087999,0.9999999969541931
tours,37957036,0.9999999969511459
labor,37866418,0.9999999969480955
admin,37835381,0.9999999969450419
heavy,37668153,0.9999999969419855
solid,37426444,0.9999999969389259
theme,37219937,0.9999999969358633
porno,36925475,0.9999999969327977
touch,36831035,0.9999999969297291
goals,36766773,0.9999999969266571
serve,36697856,0.9999999969235822
magic,36676771,0.9999999969205042
mount,36648260,0.9999999969174234
smart,36636558,0.9999999969143392
latin,36548259,0.9999999969112521
avoid,36508203,0.9999999969081617
birth,36286070,0.9999999969050684
virus,36286003,0.9999999969019717
abuse,36269685,0.9999999968988722
facts,36041603,0.9999999968957696
faith,35936559,0.9999999968926638
chain,35928367,0.999999996889555
moved,35713495,0.9999999968864428
reach,35687918,0.9999999968833277
sorry,35595812,0.9999999968802096
gamma,35426622,0.9999999968770883
truth,35345925,0.9999999968739637
films,35200065,0.9999999968708362
owned,35050234,0.9999999968677054
draft,35033621,0.9999999968645716
chart,35027490,0.9999999968614346
jesus,34929061,0.9999999968582944
clubs,34881779,0.9999999968551512
equal,34832354,0.9999999968520048
codes,34503537,0.9999999968488551
kinds,34482138,0.9999999968457025
teams,34383288,0.9999999968425466
funny,34281806,0.9999999968393876
tried,34201786,0.9999999968362252
named,34099544,0.99999999683306
laser,34080740,0.9999999968298914
harry,33867934,0.9999999968267197
taxes,33674672,0.9999999968235449
mouse,33667003,0.9999999968203668
brain,33612784,0.9999999968171855
dream,33518573,0.9999999968140012
false,33476460,0.9999999968108135
falls,33213513,0.9999999968076227
stats,33096627,0.9999999968044289
carry,33056477,0.9999999968012316
hello,32960381,0.9999999967980313
clips,32846497,0.9999999967948277
brief,32599674,0.9999999967916209
ended,32588866,0.999999996788411
eight,32567724,0.9999999967851978
wants,32538214,0.9999999967819815
alert,32472727,0.9999999967787618
queen,32366847,0.9999999967755389
sweet,32311923,0.9999999967723128
diego,32238555,0.9999999967690836
truck,32136249,0.999999996765851
votes,32059663,0.9999999967626152
ocean,31928741,0.9999999967593762
signs,31899467,0.9999999967561339
depth,31879926,0.9999999967528885
train,31816971,0.9999999967496398
feeds,31593736,0.9999999967463877
route,31439231,0.9999999967431326
frank,31392284,0.999999996739874
anime,31334688,0.9999999967366122
speak,31324712,0.9999999967333473
query,31284313,0.999999996730079
rural,30998929,0.9999999967268074
judge,30905832,0.9999999967235327
bytes,30848384,0.9999999967202544
fight,30784313,0.999999996716973
filed,30718907,0.9999999967136883
korea,30582894,0.9999999967104005
banks,30582183,0.9999999967071092
kelly,30510238,0.9999999967038147
leads,30507300,0.9999999967005169
brian,30060564,0.9999999966972157
miami,29904805,0.9999999966939113
wales,29821525,0.9999999966906035
minor,29782623,0.9999999966872926
noted,29754565,0.9999999966839781
spent,29719451,0.9999999966806605
davis,29689352,0.9999999966773394
helps,29607993,0.9999999966740152
cycle,29585286,0.9999999966706874
sleep,29491537,0.9999999966673565
scene,29372413,0.9999999966640223
drink,29254937,0.9999999966606845
intel,28995654,0.9999999966573436
rings,28827859,0.9999999966539992
henry,28769085,0.9999999966506516
guess,28743465,0.9999999966473005
ahead,28375319,0.9999999966439461
devel,28152649,0.9999999966405884
delta,28051872,0.9999999966372273
cisco,27894293,0.9999999966338629
alpha,27832836,0.9999999966304951
bonus,27819488,0.9999999966271238
adobe,27538755,0.9999999966237494
trees,27378116,0.9999999966203714
dress,27318959,0.9999999966169901
refer,27099706,0.9999999966136053
babes,27016030,0.9999999966102173
layer,26912270,0.9999999966068258
spend,26713310,0.999999996603431
clock,26624872,0.9999999966000326
ratio,26457942,0.9999999965966309
proof,26305059,0.9999999965932258
empty,26206017,0.9999999965898174
maine,26049821,0.9999999965864055
ideal,26036289,0.9999999965829902
specs,26029159,0.9999999965795714
parks,25974927,0.9999999965761495
cream,25898758,0.9999999965727238
boxes,25787744,0.9999999965692947
hills,25770218,0.9999999965658624
aware,25700328,0.9999999965624264
shape,25675227,0.9999999965589872
irish,25658075,0.9999999965555444
firms,25497302,0.9999999965520983
usage,25440406,0.9999999965486488
mixed,25395056,0.9999999965451956
exist,25349128,0.999999996541739
wheel,25342937,0.9999999965382791
angel,25294123,0.9999999965348156
width,25182453,0.9999999965313486
noise,25171520,0.9999999965278783
array,25150016,0.9999999965244044
greek,25059132,0.9999999965209272
sharp,24904199,0.9999999965174464
occur,24679212,0.9999999965139621
knows,24640096,0.9999999965104742
coach,24514961,0.999999996506983
kevin,24511652,0.9999999965034883
plate,24275560,0.9999999964999899
logic,23989892,0.9999999964964883
sizes,23751367,0.9999999964929829
plain,23747230,0.9999999964894741
costa,23702154,0.9999999964859618
trail,23648838,0.9999999964824462
buddy,23611087,0.9999999964789268
setup,23534848,0.9999999964754038
blues,23387172,0.9999999964718775
scope,23349420,0.9999999964683477
crazy,23032837,0.9999999964648143
bears,22926868,0.9999999964612774
mouth,22880351,0.9999999964577369
meter,22874915,0.9999999964541928
fruit,22767191,0.9999999964506452
mysql,22703527,0.999999996447094
lewis,22640158,0.9999999964435393
sugar,22450333,0.999999996439981
stick,22399126,0.9999999964364195
allen,22368068,0.9999999964328541
genre,22344091,0.9999999964292852
slide,22339084,0.9999999964257125
exact,22304937,0.9999999964221364
bound,22303643,0.9999999964185569
storm,22242164,0.9999999964149735
micro,22219932,0.9999999964113868
dolls,22065047,0.9999999964077964
paint,21926890,0.9999999964042023
delay,21911190,0.9999999964006048
pilot,21909830,0.9999999963970037
czech,21849930,0.9999999963933988
novel,21821189,0.9999999963897903
ultra,21795075,0.9999999963861783
idaho,21791957,0.9999999963825628
plays,21753930,0.9999999963789434
truly,21693553,0.9999999963753206
lodge,21541130,0.9999999963716941
boobs,21461250,0.9999999963680639
broad,21370126,0.9999999963644302
swiss,21324437,0.9999999963607928
sarah,21321998,0.9999999963571518
clark,21305891,0.9999999963535071
foods,21150689,0.9999999963498589
guard,21137924,0.999999996346207
newly,21102330,0.9999999963425512
raise,21099943,0.9999999963388919
drama,20939845,0.9999999963352291
bands,20842378,0.9999999963315624
lunch,20807419,0.9999999963278923
dildo,20789655,0.9999999963242183
audit,20786243,0.9999999963205406
polls,20694349,0.9999999963168593
tower,20686918,0.9999999963131743
yours,20672809,0.9999999963094857
jason,20616747,0.9999999963057933
shell,20599318,0.9999999963020973
solar,20423792,0.9999999962983974
catch,20400979,0.9999999962946939
doubt,20311261,0.9999999962909869
tasks,20273373,0.9999999962872761
const,20236664,0.9999999962835615
doors,20229491,0.9999999962798432
forth,20149609,0.999999996276121
bruce,19999866,0.9999999962723953
split,19998411,0.9999999962686659
twice,19945569,0.9999999962649326
egypt,19926686,0.9999999962611958
shift,19811555,0.9999999962574551
simon,19757457,0.9999999962537107
marks,19747824,0.9999999962499626
loved,19719299,0.9999999962462105
birds,19693729,0.9999999962424548
saved,19635976,0.9999999962386954
shots,19611119,0.9999999962349324
moore,19585613,0.9999999962311654
treat,19442315,0.9999999962273947
piano,19419956,0.9999999962236201
risks,19205769,0.9999999962198418
ports,19171802,0.99999999621606
teach,19079783,0.9999999962122741
rapid,19070672,0.9999999962084845
hairy,19060619,0.999999996204691
dutch,19000979,0.9999999962008939
boots,18968708,0.9999999961970927
holds,18963546,0.9999999961932879
pulse,18893735,0.9999999961894794
metro,18738665,0.9999999961856669
strip,18711440,0.9999999961818506
pearl,18707334,0.9999999961780306
penis,18478169,0.9999999961742068
heads,18400524,0.9999999961703789
logos,18366230,0.9999999961665476
milfs,18358745,0.9999999961627122
honda,18261029,0.9999999961588728
bills,18248816,0.9999999961550299
opera,18225169,0.999999996151183
asset,18178753,0.9999999961473323
blank,18150537,0.9999999961434776
humor,18085495,0.9999999961396191
lived,18050710,0.9999999961357569
tight,17981854,0.9999999961318906
meant,17832930,0.9999999961280206
plane,17799728,0.9999999961241468
meets,17760399,0.999999996120269
tampa,17654589,0.9999999961163872
grace,17642126,0.9999999961125017
susan,17638870,0.9999999961086123
adams,17620255,0.999999996104719
villa,17587586,0.9999999961008217
inner,17552078,0.9999999960969206
roman,17431193,0.9999999960930155
taste,17311343,0.9999999960891066
trips,17273017,0.9999999960851937
sides,17269191,0.9999999960812771
turns,17261850,0.9999999960773562
cache,17250923,0.9999999960734316
lease,17180592,0.9999999960695032
proud,17167504,0.9999999960655708
giant,17098874,0.9999999960616344
seats,17070818,0.999999996057694
alarm,17059844,0.9999999960537498
usual,17044981,0.9999999960498014
angle,17016075,0.9999999960458492
vinyl,17009819,0.9999999960418933
worst,16975343,0.9999999960379331
honor,16787246,0.9999999960339689
eagle,16785232,0.999999996030001
pants,16774383,0.9999999960260291
nurse,16772151,0.9999999960220531
quiet,16746894,0.9999999960180732
comic,16695850,0.9999999960140893
crown,16651038,0.9999999960101014
maker,16635947,0.9999999960061094
crack,16633701,0.9999999960021135
picks,16627992,0.9999999959981136
smoke,16567733,0.9999999959941097
craft,16528294,0.9999999959901018
apart,16507181,0.9999999959860899
blind,16485480,0.999999995982074
coins,16449733,0.9999999959780541
gross,16440590,0.9999999959740302
epson,16344475,0.9999999959700021
actor,16282891,0.9999999959659702
finds,16280898,0.9999999959619341
fifth,16255266,0.999999995957894
prize,16204739,0.9999999959538499
dirty,16101662,0.9999999959498018
wayne,16090093,0.9999999959457495
alive,16064787,0.9999999959416932
prove,16046788,0.9999999959376329
wings,16044458,0.9999999959335686
ridge,15993437,0.9999999959295001
modem,15984492,0.9999999959254275
larry,15900632,0.9999999959213508
skill,15835076,0.9999999959172703
moves,15789001,0.9999999959131853
throw,15751985,0.9999999959090966
trend,15747018,0.9999999959050037
rhode,15717565,0.9999999959009065
busty,15705827,0.9999999958968053
worse,15677739,0.9999999958927002
boats,15600762,0.9999999958885908
tells,15534490,0.9999999958844774
fiber,15530318,0.9999999958803598
graph,15526746,0.999999995876238
talks,15484166,0.9999999958721122
bonds,15431252,0.9999999958679824
fraud,15378751,0.9999999958638481
roger,15353411,0.9999999958597099
crash,15302627,0.9999999958555676
inter,15269346,0.9999999958514212
grove,15189493,0.9999999958472705
spray,15148133,0.9999999958431156
roads,15093621,0.9999999958389567
faces,15050854,0.9999999958347936
cocks,15043799,0.9999999958306263
mayor,15030847,0.9999999958264547
yield,15022494,0.9999999958222792
hence,14992334,0.9999999958180994
radar,14982375,0.9999999958139154
lakes,14947463,0.9999999958097272
diary,14922472,0.9999999958055348
kings,14914273,0.9999999958013384
flags,14870655,0.9999999957971375
baker,14862470,0.9999999957929326
shock,14850388,0.9999999957887233
walls,14837851,0.99999999578451
ebony,14831025,0.9999999957802923
drawn,14827380,0.9999999957760706
beast,14787561,0.9999999957718446
dodge,14768509,0.9999999957676142
pizza,14763787,0.9999999957633798
yards,14733347,0.999999995759141
woods,14647735,0.999999995754898
jokes,14622894,0.9999999957506509
twiki,14601448,0.9999999957463994
globe,14554904,0.9999999957421437
dicke,14514973,0.9999999957378836
kerry,14514771,0.9999999957336194
ghost,14490042,0.9999999957293508
pride,14428078,0.999999995725078
keith,14391094,0.999999995720801
linda,14380554,0.9999999957165198
chile,14372798,0.9999999957122341
maria,14347893,0.9999999957079442
brass,14298573,0.9999999957036501
plaza,14274314,0.9999999956993515
quest,14258533,0.9999999956950487
trans,14243681,0.9999999956907415
booty,14218854,0.99999999568643
acres,14208905,0.9999999956821144
venue,14204074,0.9999999956777943
vital,14166642,0.99999999567347
excel,14133468,0.9999999956691412
modes,14131325,0.9999999956648082
enemy,14084182,0.9999999956604708
wells,14073676,0.9999999956561292
opens,14070477,0.9999999956517831
lucky,14053901,0.9999999956474328
thick,14030556,0.9999999956430781
iraqi,13999381,0.9999999956387189
vista,13991160,0.9999999956343555
chips,13982676,0.9999999956299876
terry,13981773,0.9999999956256154
flood,13979267,0.9999999956212389
arena,13966572,0.9999999956168579
grown,13931521,0.9999999956124725
jerry,13908229,0.999999995608083
smile,13893537,0.9999999956036887
lands,13891179,0.9999999955992902
armed,13866785,0.9999999955948873
laura,13801282,0.9999999955904799
tokyo,13793165,0.9999999955860683
nikon,13789510,0.9999999955816521
candy,13772033,0.9999999955772316
pills,13767091,0.9999999955728065
tiger,13763074,0.9999999955683772
folks,13760930,0.9999999955639434
balls,13683840,0.9999999955595051
boost,13675076,0.9999999955550625
icons,13649671,0.9999999955506151
moral,13643598,0.9999999955461636
keeps,13624468,0.9999999955417076
pound,13620117,0.9999999955372469
roses,13584758,0.9999999955327821
bread,13575360,0.9999999955283125
tough,13560922,0.9999999955238386
gonna,13542156,0.9999999955193604
chest,13516414,0.9999999955148773
billy,13515249,0.99999999551039
craig,13480763,0.9999999955058982
solve,13452150,0.9999999955014018
nancy,13381057,0.999999995496901
tones,13373535,0.9999999954923957
sight,13360499,0.9999999954878858
towns,13337599,0.9999999954833714
worry,13243591,0.9999999954788525
reads,13174104,0.999999995474329
roles,13171507,0.9999999954698011
glory,13158826,0.9999999954652687
saudi,13123149,0.9999999954607317
fault,13112664,0.9999999954561902
karen,13067717,0.9999999954516441
jimmy,13030009,0.9999999954470935
rugby,12992179,0.9999999954425383
fluid,12943336,0.9999999954379786
barry,12921548,0.9999999954334142
devil,12869511,0.9999999954288454
grass,12868953,0.999999995424272
marie,12862466,0.9999999954196939
kenya,12839981,0.9999999954151113
sized,12775596,0.9999999954105241
manga,12774174,0.9999999954059322
theft,12744763,0.9999999954013359
swing,12734467,0.9999999953967349
dated,12707511,0.9999999953921295
shoot,12695618,0.9999999953875192
elite,12673836,0.9999999953829044
poems,12662561,0.999999995378285
robot,12656312,0.9999999953736611
winds,12628386,0.9999999953690324
gnome,12609820,0.999999995364399
roots,12609370,0.9999999953597611
noble,12604679,0.9999999953551186
shore,12568485,0.9999999953504715
loves,12566621,0.9999999953458196
loose,12556710,0.9999999953411631
slots,12452126,0.999999995336502
rocks,12427428,0.9999999953318361
genes,12396954,0.9999999953271654
horny,12363955,0.9999999953224903
hosts,12228736,0.9999999953178105
atlas,12221120,0.999999995313126
feels,12212683,0.9999999953084369
ralph,12190683,0.9999999953037428
corps,12150135,0.9999999952990442
liver,12139363,0.999999995294341
decor,12098868,0.999999995289633
texts,12095723,0.9999999952849201
evans,12020970,0.9999999952802028
fails,12015364,0.9999999952754806
aging,12014007,0.9999999952707537
alice,11994061,0.9999999952660221
intro,11938092,0.9999999952612857
clerk,11923960,0.9999999952565446
mills,11910667,0.9999999952517988
jeans,11896655,0.9999999952470482
fonts,11884559,0.9999999952422929
favor,11867822,0.9999999952375329
sigma,11864409,0.9999999952327681
xhtml,11856704,0.9999999952279983
aside,11768649,0.9999999952232239
essay,11750312,0.9999999952184448
camps,11712039,0.9999999952136609
aaron,11698784,0.9999999952088723
trace,11697252,0.9999999952040786
packs,11683277,0.9999999951992804
spoke,11577917,0.9999999951944771
arrow,11563142,0.9999999951896692
rough,11557184,0.9999999951848566
weird,11556427,0.9999999951800389
holes,11529280,0.9999999951752165
blade,11527988,0.9999999951703895
meals,11515834,0.9999999951655574
robin,11423944,0.9999999951607206
strap,11414669,0.9999999951558789
crowd,11409218,0.9999999951510323
cloud,11337220,0.9999999951461809
valve,11325360,0.9999999951413248
knife,11297715,0.9999999951364635
shelf,11287023,0.9999999951315977
liked,11282738,0.9999999951267267
adopt,11272339,0.999999995121851
fotos,11264350,0.9999999951169705
outer,11245167,0.999999995112085
tales,11222332,0.9999999951071947
islam,11214742,0.9999999951022993
nodes,11208722,0.9999999950973992
seeds,11196921,0.9999999950924943
cited,11195944,0.9999999950875842
skype,11188286,0.9999999950826692
tired,11158233,0.9999999950777496
steam,11141309,0.9999999950728249
acute,11128841,0.9999999950678953
stood,11116275,0.9999999950629606
carol,11109404,0.9999999950580212
stack,11090579,0.9999999950530767
curve,11071177,0.9999999950481273
amber,11065507,0.9999999950431728
trunk,11020361,0.9999999950382137
waves,11006010,0.9999999950332494
camel,11005001,0.9999999950282801
lamps,11000656,0.9999999950233058
juice,10973425,0.9999999950183267
chase,10971945,0.9999999950133425
sauce,10968629,0.9999999950083533
beads,10825324,0.9999999950033593
flows,10797166,0.99999999499836
fewer,10792786,0.999999994993356
proxy,10773043,0.9999999949883469
lanka,10765788,0.9999999949833327
voted,10746027,0.9999999949783134
bikes,10740880,0.9999999949732892
gates,10734618,0.9999999949682601
slave,10692715,0.9999999949632259
lycos,10665969,0.9999999949581866
zdnet,10661625,0.9999999949531422
combo,10592758,0.9999999949480929
haven,10569212,0.9999999949430383
charm,10554644,0.999999994937979
basin,10544774,0.9999999949329144
ranch,10539650,0.9999999949278446
drunk,10519219,0.99999999492277
toner,10508427,0.9999999949176903
latex,10502825,0.9999999949126053
delhi,10491603,0.9999999949075153
alien,10490554,0.9999999949024203
broke,10460811,0.9999999948973204
nepal,10459583,0.9999999948922151
nylon,10410171,0.9999999948871048
discs,10404995,0.9999999948819893
rocky,10404321,0.9999999948768687
